trial,opponent,seed,opponent_rng,winner,game_points,score,aggressive_moves,defensive_moves
57,BullyBot,1063192463,1063192464,BullyBot,3,74,0,4708
58,BullyBot,682585832,682585833,AdaptiveBot,1,70,0,4718
59,BullyBot,301979201,301979202,AdaptiveBot,1,64,0,4728
60,BullyBot,4117000979,4117000980,BullyBot,3,68,0,4733
61,BullyBot,3736394348,3736394349,AdaptiveBot,1,75,0,4740
62,BullyBot,1108965182,1108965183,AdaptiveBot,1,65,0,4750
63,BullyBot,728358551,728358552,BullyBot,3,74,0,4756
64,BullyBot,248413033,248413034,AdaptiveBot,1,58,0,4766
65,BullyBot,4162773698,4162773699,AdaptiveBot,1,55,0,4776
66,BullyBot,3782167067,3782167068,AdaptiveBot,1,95,0,4784
67,BullyBot,1154737901,1154737902,AdaptiveBot,1,67,0,4794
68,BullyBot,2921614918,2921614919,BullyBot,3,69,0,4799
69,BullyBot,294185752,294185753,AdaptiveBot,1,64,0,4809
70,BullyBot,4208546417,4208546418,AdaptiveBot,1,96,0,4818
71,BullyBot,1581117251,1581117252,AdaptiveBot,1,68,0,4827
72,BullyBot,3347994268,3347994269,BullyBot,3,73,0,4833
73,BullyBot,2967387637,2967387638,AdaptiveBot,1,57,0,4843
74,BullyBot,339958471,339958472,BullyBot,2,66,0,4851
75,BullyBot,4254319136,4254319137,AdaptiveBot,1,81,0,4859
76,BullyBot,1626889970,1626889971,BullyBot,3,70,0,4864
77,BullyBot,3393766987,3393766988,AdaptiveBot,1,62,0,4874
78,BullyBot,3013160356,3013160357,BullyBot,3,68,0,4880
79,BullyBot,385731190,385731191,AdaptiveBot,1,60,0,4890
80,BullyBot,5124559,5124560,AdaptiveBot,1,56,0,4900
81,BullyBot,3820146337,3820146338,BullyBot,3,75,0,4906
82,BullyBot,3439539706,3439539707,AdaptiveBot,1,57,0,4916
83,BullyBot,812110540,812110541,AdaptiveBot,1,67,0,4926
84,BullyBot,431503909,431503910,BullyBot,3,68,0,4931
85,BullyBot,2198380926,2198380927,AdaptiveBot,1,61,0,4941
86,BullyBot,3865919056,3865919057,AdaptiveBot,1,61,0,4951
87,BullyBot,3485312425,3485312426,BullyBot,3,67,0,4956
88,BullyBot,857883259,857883260,AdaptiveBot,1,75,0,4965
89,BullyBot,2624760276,2624760277,AdaptiveBot,1,61,0,4975
90,BullyBot,4292298406,4292298407,BullyBot,3,75,0,4980
91,BullyBot,3911691775,3911691776,BullyBot,3,75,0,4986
92,BullyBot,3531085144,3531085145,AdaptiveBot,1,58,0,4996
93,BullyBot,3051139626,3051139627,AdaptiveBot,1,78,0,5006
94,BullyBot,2670532995,2670532996,BullyBot,3,70,0,5011
95,BullyBot,43103829,43103830,BullyBot,3,66,0,5016
96,BullyBot,3957464494,3957464495,AdaptiveBot,1,60,0,5026
97,BullyBot,1429374215,1429374216,AdaptiveBot,1,60,0,5036
98,BullyBot,3096912345,3096912346,AdaptiveBot,1,62,0,5046
99,BullyBot,2716305714,2716305715,AdaptiveBot,1,67,0,5056
100,BullyBot,88876548,88876549,AdaptiveBot,1,68,0,5065
101,BullyBot,4003237213,4003237214,AdaptiveBot,1,66,0,5075
102,BullyBot,3523291695,3523291696,AdaptiveBot,1,57,0,5085
103,BullyBot,3142685064,3142685065,BullyBot,3,77,0,5090
104,BullyBot,2762078433,2762078434,AdaptiveBot,1,56,0,5100
105,BullyBot,134649267,134649268,AdaptiveBot,1,58,0,5110
106,BullyBot,1901526284,1901526285,AdaptiveBot,1,55,0,5120
107,BullyBot,3569064414,3569064415,BullyBot,3,67,0,5125
108,BullyBot,3188457783,3188457784,BullyBot,3,72,0,5131
109,BullyBot,561028617,561028618,AdaptiveBot,1,75,0,5141
110,BullyBot,2327905634,2327905635,AdaptiveBot,1,70,0,5151
111,BullyBot,1947299003,1947299004,AdaptiveBot,1,69,0,5161
112,BullyBot,3614837133,3614837134,AdaptiveBot,1,59,0,5171
113,BullyBot,3234230502,3234230503,AdaptiveBot,1,109,0,5179
114,BullyBot,2754284984,2754284985,AdaptiveBot,1,69,0,5189
115,BullyBot,2373678353,2373678354,AdaptiveBot,1,60,0,5199
116,BullyBot,4041216483,4041216484,AdaptiveBot,1,67,0,5209
117,BullyBot,3660609852,3660609853,BullyBot,3,67,0,5214
118,BullyBot,1132519573,1132519574,BullyBot,3,69,0,5219
119,BullyBot,2800057703,2800057704,BullyBot,3,70,0,5224
120,BullyBot,2419451072,2419451073,BullyBot,3,73,0,5229
121,BullyBot,4086989202,4086989203,BullyBot,3,66,0,5234
122,BullyBot,1558898923,1558898924,AdaptiveBot,3,73,0,5240
123,BullyBot,1178292292,1178292293,AdaptiveBot,2,75,0,5247
124,BullyBot,2845830422,2845830423,AdaptiveBot,1,59,0,5257
125,BullyBot,2465223791,2465223792,AdaptiveBot,1,79,0,5265
126,BullyBot,4132761921,4132761922,AdaptiveBot,1,69,0,5275
127,BullyBot,1604671642,1604671643,AdaptiveBot,1,67,0,5285
128,BullyBot,3272209772,3272209773,AdaptiveBot,1,75,0,5295
129,BullyBot,2891603141,2891603142,AdaptiveBot,1,57,0,5305
130,BullyBot,2510996510,2510996511,BullyBot,2,67,0,5311
131,BullyBot,2031050992,2031050993,AdaptiveBot,1,72,0,5320
132,BullyBot,1650444361,1650444362,AdaptiveBot,1,67,0,5330
133,BullyBot,3317982491,3317982492,AdaptiveBot,2,78,0,5338
134,BullyBot,2937375860,2937375861,AdaptiveBot,1,68,0,5348
135,BullyBot,2457430342,2457430343,BullyBot,3,68,0,5353
136,BullyBot,2076823711,2076823712,AdaptiveBot,1,97,0,5361
137,BullyBot,1696217080,1696217081,AdaptiveBot,1,57,0,5371
138,BullyBot,3363755210,3363755211,AdaptiveBot,1,67,0,5381
139,BullyBot,835664931,835664932,BullyBot,3,75,0,5386
140,BullyBot,2503203061,2503203062,BullyBot,2,67,0,5393
141,BullyBot,2122596430,2122596431,AdaptiveBot,1,75,0,5402
142,BullyBot,1741989799,1741989800,BullyBot,2,66,0,5409
143,BullyBot,1262044281,1262044282,AdaptiveBot,1,67,0,5419
144,BullyBot,881437650,881437651,BullyBot,3,74,0,5424
145,BullyBot,2548975780,2548975781,AdaptiveBot,1,61,0,5434
146,BullyBot,2168369149,2168369150,AdaptiveBot,1,67,0,5444
147,BullyBot,3835907279,3835907280,AdaptiveBot,1,68,0,5453
148,BullyBot,1307817000,1307817001,AdaptiveBot,1,57,0,5463
149,BullyBot,927210369,927210370,AdaptiveBot,1,69,0,5473
150,BullyBot,2594748499,2594748500,BullyBot,3,68,0,5478
151,BullyBot,2214141868,2214141869,AdaptiveBot,1,59,0,5488
152,BullyBot,1734196350,1734196351,AdaptiveBot,1,81,0,5496
153,BullyBot,1353589719,1353589720,AdaptiveBot,1,57,0,5506
154,BullyBot,3021127849,3021127850,BullyBot,3,68,0,5511
155,BullyBot,2640521218,2640521219,AdaptiveBot,1,69,0,5518
156,BullyBot,112430939,112430940,BullyBot,3,76,0,5523
157,BullyBot,1779969069,1779969070,AdaptiveBot,1,57,0,5533
158,BullyBot,1399362438,1399362439,AdaptiveBot,1,60,0,5543
159,BullyBot,3066900568,3066900569,AdaptiveBot,1,60,0,5553
160,BullyBot,538810289,538810290,AdaptiveBot,1,57,0,5563
161,BullyBot,2206348419,2206348420,BullyBot,3,75,0,5569
162,BullyBot,1825741788,1825741789,AdaptiveBot,1,58,0,5579
163,BullyBot,1445135157,1445135158,AdaptiveBot,1,68,0,5589
164,BullyBot,965189639,965189640,BullyBot,3,66,0,5594
165,BullyBot,584583008,584583009,BullyBot,2,77,0,5601
166,BullyBot,2252121138,2252121139,BullyBot,3,68,0,5606
167,BullyBot,1871514507,1871514508,AdaptiveBot,1,67,0,5616
168,BullyBot,3638391524,3638391525,BullyBot,3,67,0,5621
169,BullyBot,1010962358,1010962359,BullyBot,3,73,0,5626
170,BullyBot,630355727,630355728,BullyBot,3,68,0,5631
171,BullyBot,2297893857,2297893858,BullyBot,3,68,0,5637
172,BullyBot,1917287226,1917287227,BullyBot,3,74,0,5642
173,BullyBot,1437341708,1437341709,BullyBot,3,68,0,5647
174,BullyBot,1056735077,1056735078,AdaptiveBot,2,75,0,5655
175,BullyBot,676128446,676128447,BullyBot,3,74,0,5661
176,BullyBot,2343666576,2343666577,BullyBot,3,66,0,5666
177,BullyBot,4110543593,4110543594,BullyBot,3,68,0,5671
178,BullyBot,1483114427,1483114428,BullyBot,3,67,0,5676
179,BullyBot,1102507796,1102507797,AdaptiveBot,1,69,0,5686
180,BullyBot,2770045926,2770045927,BullyBot,3,72,0,5692
181,BullyBot,241955647,241955648,AdaptiveBot,1,71,0,5702
182,BullyBot,4156316312,4156316313,AdaptiveBot,1,73,0,5712
183,BullyBot,1528887146,1528887147,AdaptiveBot,1,68,0,5722
184,BullyBot,1148280515,1148280516,AdaptiveBot,1,78,0,5730
185,BullyBot,668334997,668334998,BullyBot,3,69,0,5735
186,BullyBot,287728366,287728367,BullyBot,3,68,0,5740
187,BullyBot,4202089031,4202089032,AdaptiveBot,1,62,0,5750
188,BullyBot,1574659865,1574659866,BullyBot,3,68,0,5755
189,BullyBot,3341536882,3341536883,BullyBot,2,73,0,5762
190,BullyBot,714107716,714107717,BullyBot,3,66,0,5767
191,BullyBot,333501085,333501086,BullyBot,2,72,0,5774
192,BullyBot,2001039215,2001039216,AdaptiveBot,1,96,0,5783
193,BullyBot,3767916232,3767916233,AdaptiveBot,1,66,0,5792
194,BullyBot,3387309601,3387309602,AdaptiveBot,1,67,0,5802
195,BullyBot,759880435,759880436,AdaptiveBot,1,61,0,5812
196,BullyBot,379273804,379273805,AdaptiveBot,1,56,0,5822
197,BullyBot,2046811934,2046811935,AdaptiveBot,1,61,0,5832
198,BullyBot,3813688951,3813688952,AdaptiveBot,1,75,0,5842
199,BullyBot,1186259785,1186259786,AdaptiveBot,2,67,0,5849
200,BullyBot,805653154,805653155,AdaptiveBot,1,95,0,5858
201,BullyBot,425046523,425046524,AdaptiveBot,1,61,0,5868
202,BullyBot,4240068301,4240068302,AdaptiveBot,1,57,0,5878
203,BullyBot,3859461670,3859461671,BullyBot,3,67,0,5883
204,BullyBot,1232032504,1232032505,BullyBot,3,66,0,5888
205,BullyBot,851425873,851425874,AdaptiveBot,2,68,0,5894
206,BullyBot,371480355,371480356,AdaptiveBot,1,65,0,5904
207,BullyBot,4285841020,4285841021,AdaptiveBot,1,66,0,5914
208,BullyBot,3905234389,3905234390,AdaptiveBot,1,63,0,5924
209,BullyBot,1277805223,1277805224,AdaptiveBot,1,60,0,5934
210,BullyBot,3044682240,3044682241,AdaptiveBot,1,59,0,5944
211,BullyBot,417253074,417253075,AdaptiveBot,1,67,0,5954
212,BullyBot,36646443,36646444,BullyBot,3,67,0,5959
213,BullyBot,3951007108,3951007109,BullyBot,3,66,0,5965
214,BullyBot,3471061590,3471061591,BullyBot,2,76,0,5972
215,BullyBot,3090454959,3090454960,AdaptiveBot,1,58,0,5982
216,BullyBot,463025793,463025794,AdaptiveBot,1,58,0,5992
217,BullyBot,82419162,82419163,AdaptiveBot,1,59,0,6002
218,BullyBot,1749957292,1749957293,AdaptiveBot,1,74,0,6010
219,BullyBot,3516834309,3516834310,AdaptiveBot,1,60,0,6020
220,BullyBot,3136227678,3136227679,BullyBot,3,69,0,6025
221,BullyBot,508798512,508798513,AdaptiveBot,1,69,0,6035
222,BullyBot,128191881,128191882,BullyBot,3,68,0,6040
223,BullyBot,3943213659,3943213660,BullyBot,2,73,0,6047
224,BullyBot,3562607028,3562607029,AdaptiveBot,1,100,0,6057
225,BullyBot,935177862,935177863,AdaptiveBot,1,66,0,6067
226,BullyBot,554571231,554571232,AdaptiveBot,1,61,0,6077
227,BullyBot,2321448248,2321448249,BullyBot,3,68,0,6082
228,BullyBot,3988986378,3988986379,AdaptiveBot,1,73,0,6092
229,BullyBot,3608379747,3608379748,AdaptiveBot,1,66,0,6101
230,BullyBot,980950581,980950582,AdaptiveBot,1,60,0,6111
231,BullyBot,2747827598,2747827599,AdaptiveBot,1,60,0,6121
232,BullyBot,2367220967,2367220968,AdaptiveBot,1,65,0,6131
233,BullyBot,4034759097,4034759098,AdaptiveBot,1,90,0,6140
234,BullyBot,3654152466,3654152467,AdaptiveBot,1,67,0,6150
235,BullyBot,3174206948,3174206949,AdaptiveBot,1,69,0,6157
236,BullyBot,2793600317,2793600318,AdaptiveBot,1,67,0,6167
237,BullyBot,166171151,166171152,BullyBot,3,69,0,6172
238,BullyBot,4080531816,4080531817,BullyBot,3,75,0,6177
239,BullyBot,1552441537,1552441538,BullyBot,3,69,0,6182
240,BullyBot,3219979667,3219979668,AdaptiveBot,1,55,0,6192
241,BullyBot,2839373036,2839373037,AdaptiveBot,1,67,0,6202
242,BullyBot,211943870,211943871,AdaptiveBot,1,59,0,6212
243,BullyBot,4126304535,4126304536,AdaptiveBot,1,70,0,6222
244,BullyBot,3646359017,3646359018,AdaptiveBot,1,60,0,6232
245,BullyBot,3265752386,3265752387,AdaptiveBot,1,58,0,6242
246,BullyBot,2885145755,2885145756,BullyBot,3,84,0,6248
247,BullyBot,257716589,257716590,AdaptiveBot,1,95,0,6257
248,BullyBot,2024593606,2024593607,AdaptiveBot,1,78,0,6265
249,BullyBot,3692131736,3692131737,BullyBot,3,66,0,6270
250,BullyBot,3311525105,3311525106,AdaptiveBot,1,65,0,6280
251,BullyBot,684095939,684095940,BullyBot,3,70,0,6285
252,BullyBot,2450972956,2450972957,AdaptiveBot,1,63,0,6295
253,BullyBot,2070366325,2070366326,BullyBot,3,68,0,6300
254,BullyBot,3737904455,3737904456,AdaptiveBot,1,77,0,6310
255,BullyBot,3357297824,3357297825,AdaptiveBot,1,60,0,6320
256,BullyBot,2877352306,2877352307,AdaptiveBot,2,74,0,6327
257,BullyBot,2496745675,2496745676,BullyBot,3,67,0,6332
258,BullyBot,2116139044,2116139045,AdaptiveBot,1,57,0,6342
259,BullyBot,3783677174,3783677175,AdaptiveBot,1,66,0,6352
260,BullyBot,1255586895,1255586896,BullyBot,3,69,0,6357
261,BullyBot,2923125025,2923125026,AdaptiveBot,1,70,0,6367
262,BullyBot,2542518394,2542518395,AdaptiveBot,1,60,0,6377
263,BullyBot,4210056524,4210056525,AdaptiveBot,1,69,0,6386
264,BullyBot,1681966245,1681966246,BullyBot,3,72,0,6392
265,BullyBot,1301359614,1301359615,AdaptiveBot,1,69,0,6402
266,BullyBot,2968897744,2968897745,AdaptiveBot,2,66,0,6410
267,BullyBot,2588291113,2588291114,BullyBot,3,70,0,6415
268,BullyBot,4255829243,4255829244,AdaptiveBot,1,69,0,6425
269,BullyBot,1727738964,1727738965,BullyBot,3,77,0,6431
270,BullyBot,3395277094,3395277095,BullyBot,3,69,0,6436
271,BullyBot,3014670463,3014670464,AdaptiveBot,1,65,0,6446
272,BullyBot,2634063832,2634063833,AdaptiveBot,1,62,0,6456
273,BullyBot,2154118314,2154118315,AdaptiveBot,1,82,0,6464
274,BullyBot,1773511683,1773511684,BullyBot,3,67,0,6469
275,BullyBot,3441049813,3441049814,BullyBot,3,67,0,6474
276,BullyBot,3060443182,3060443183,AdaptiveBot,1,59,0,6484
277,BullyBot,532352903,532352904,AdaptiveBot,1,61,0,6494
278,BullyBot,2199891033,2199891034,BullyBot,3,70,0,6499
279,BullyBot,1819284402,1819284403,BullyBot,3,75,0,6504
280,BullyBot,3486822532,3486822533,AdaptiveBot,1,102,0,6513
281,BullyBot,958732253,958732254,BullyBot,3,68,0,6518
282,BullyBot,2626270383,2626270384,AdaptiveBot,1,62,0,6528
283,BullyBot,2245663752,2245663753,AdaptiveBot,1,77,0,6538
284,BullyBot,1865057121,1865057122,BullyBot,3,74,0,6544
285,BullyBot,1385111603,1385111604,BullyBot,3,67,0,6549
286,BullyBot,1004504972,1004504973,BullyBot,3,69,0,6554
287,BullyBot,2672043102,2672043103,AdaptiveBot,1,88,0,6562
288,BullyBot,2291436471,2291436472,AdaptiveBot,1,76,0,6571
289,BullyBot,1811490953,1811490954,AdaptiveBot,1,63,0,6581
290,BullyBot,1430884322,1430884323,AdaptiveBot,1,67,0,6591
291,BullyBot,1050277691,1050277692,BullyBot,3,83,0,6597
292,BullyBot,2717815821,2717815822,BullyBot,3,76,0,6602
293,BullyBot,2337209190,2337209191,AdaptiveBot,1,62,0,6612
294,BullyBot,1857263672,1857263673,AdaptiveBot,1,59,0,6622
295,BullyBot,1476657041,1476657042,BullyBot,3,68,0,6627
296,BullyBot,3144195171,3144195172,AdaptiveBot,1,84,0,6634
297,BullyBot,2763588540,2763588541,AdaptiveBot,1,73,0,6644
298,BullyBot,235498261,235498262,AdaptiveBot,1,66,0,6654
299,BullyBot,1903036391,1903036392,AdaptiveBot,1,57,0,6664
300,BullyBot,1522429760,1522429761,AdaptiveBot,1,62,0,6674
301,BullyBot,3189967890,3189967891,AdaptiveBot,1,98,0,6682
302,BullyBot,661877611,661877612,BullyBot,3,67,0,6687
303,BullyBot,281270980,281270981,BullyBot,3,72,0,6693
304,BullyBot,1948809110,1948809111,BullyBot,3,66,0,6698
305,BullyBot,1568202479,1568202480,AdaptiveBot,1,61,0,6708
306,BullyBot,1088256961,1088256962,BullyBot,3,75,0,6714
307,BullyBot,707650330,707650331,AdaptiveBot,1,68,0,6724
308,BullyBot,2375188460,2375188461,AdaptiveBot,1,58,0,6734
309,BullyBot,1994581829,1994581830,BullyBot,3,66,0,6740
310,BullyBot,3761458846,3761458847,AdaptiveBot,1,81,0,6748
311,BullyBot,1134029680,1134029681,AdaptiveBot,1,62,0,6758
312,BullyBot,753423049,753423050,BullyBot,3,70,0,6764
313,BullyBot,2420961179,2420961180,BullyBot,3,72,0,6770
314,BullyBot,2040354548,2040354549,AdaptiveBot,1,58,0,6780
315,BullyBot,1560409030,1560409031,AdaptiveBot,1,60,0,6790
316,BullyBot,1179802399,1179802400,AdaptiveBot,2,68,0,6797
317,BullyBot,799195768,799195769,BullyBot,3,68,0,6802
318,BullyBot,2466733898,2466733899,AdaptiveBot,1,67,0,6812
319,BullyBot,4233610915,4233610916,AdaptiveBot,1,69,0,6822
320,BullyBot,1606181749,1606181750,AdaptiveBot,1,57,0,6832
321,BullyBot,1225575118,1225575119,BullyBot,3,73,0,6837
322,BullyBot,844968487,844968488,AdaptiveBot,1,97,0,6846
323,BullyBot,365022969,365022970,BullyBot,3,72,0,6851
324,BullyBot,4279383634,4279383635,BullyBot,3,66,0,6857
325,BullyBot,1651954468,1651954469,BullyBot,3,73,0,6862
326,BullyBot,1271347837,1271347838,AdaptiveBot,1,59,0,6872
327,BullyBot,791402319,791402320,BullyBot,3,73,0,6878
328,BullyBot,410795688,410795689,AdaptiveBot,1,69,0,6887
329,BullyBot,30189057,30189058,BullyBot,3,68,0,6892
330,BullyBot,1697727187,1697727188,AdaptiveBot,1,83,0,6899
331,BullyBot,3464604204,3464604205,AdaptiveBot,1,61,0,6909
332,BullyBot,837175038,837175039,AdaptiveBot,1,61,0,6919
333,BullyBot,456568407,456568408,BullyBot,3,68,0,6924
334,BullyBot,2124106537,2124106538,AdaptiveBot,1,65,0,6934
335,BullyBot,3890983554,3890983555,BullyBot,3,83,0,6940
336,BullyBot,3510376923,3510376924,BullyBot,3,76,0,6946
337,BullyBot,882947757,882947758,AdaptiveBot,1,58,0,6956
338,BullyBot,502341126,502341127,BullyBot,3,68,0,6961
339,BullyBot,2169879256,2169879257,BullyBot,1,70,0,6969
340,BullyBot,3936756273,3936756274,BullyBot,3,71,0,6974
341,BullyBot,1309327107,1309327108,AdaptiveBot,1,59,0,6984
342,BullyBot,928720476,928720477,AdaptiveBot,2,74,0,6991
343,BullyBot,548113845,548113846,BullyBot,3,68,0,6996
344,BullyBot,68168327,68168328,BullyBot,3,67,0,7002
345,BullyBot,3982528992,3982528993,BullyBot,3,70,0,7007
346,BullyBot,1355099826,1355099827,BullyBot,2,71,0,7014
347,BullyBot,974493195,974493196,AdaptiveBot,1,57,0,7024
348,BullyBot,2741370212,2741370213,BullyBot,3,75,0,7030
349,BullyBot,113941046,113941047,AdaptiveBot,1,61,0,7040
350,BullyBot,4028301711,4028301712,AdaptiveBot,1,63,0,7050
351,BullyBot,1400872545,1400872546,AdaptiveBot,1,68,0,7060
352,BullyBot,3167749562,3167749563,AdaptiveBot,1,92,0,7069
353,BullyBot,540320396,540320397,AdaptiveBot,1,68,0,7079
354,BullyBot,159713765,159713766,AdaptiveBot,1,58,0,7089
355,BullyBot,4074074430,4074074431,AdaptiveBot,1,70,0,7099
356,BullyBot,3594128912,3594128913,AdaptiveBot,1,69,0,7109
357,BullyBot,3213522281,3213522282,AdaptiveBot,1,67,0,7119
358,BullyBot,586093115,586093116,AdaptiveBot,1,61,0,7129
359,BullyBot,205486484,205486485,BullyBot,3,70,0,7134
360,BullyBot,4020508262,4020508263,AdaptiveBot,1,76,0,7142
361,BullyBot,3639901631,3639901632,AdaptiveBot,1,67,0,7152
362,BullyBot,3259295000,3259295001,AdaptiveBot,1,72,0,7161
363,BullyBot,631865834,631865835,AdaptiveBot,1,59,0,7171
364,BullyBot,251259203,251259204,AdaptiveBot,2,78,0,7178
365,BullyBot,4066280981,4066280982,AdaptiveBot,2,66,0,7186
366,BullyBot,3685674350,3685674351,BullyBot,3,67,0,7191
367,BullyBot,3305067719,3305067720,AdaptiveBot,1,55,0,7201
368,BullyBot,677638553,677638554,AdaptiveBot,1,74,0,7210
369,BullyBot,2444515570,2444515571,BullyBot,3,81,0,7216
370,BullyBot,4112053700,4112053701,BullyBot,3,75,0,7221
371,BullyBot,3731447069,3731447070,AdaptiveBot,2,67,0,7229
372,BullyBot,1104017903,1104017904,AdaptiveBot,1,60,0,7239
373,BullyBot,2870894920,2870894921,AdaptiveBot,1,77,0,7248
374,BullyBot,2490288289,2490288290,BullyBot,3,70,0,7253
375,BullyBot,4157826419,4157826420,AdaptiveBot,1,59,0,7263
376,BullyBot,3777219788,3777219789,AdaptiveBot,1,66,0,7273
377,BullyBot,3297274270,3297274271,AdaptiveBot,1,60,0,7283
378,BullyBot,2916667639,2916667640,AdaptiveBot,1,69,0,7293
379,BullyBot,289238473,289238474,BullyBot,3,67,0,7298
380,BullyBot,4203599138,4203599139,AdaptiveBot,1,60,0,7308
381,BullyBot,1675508859,1675508860,BullyBot,3,69,0,7313
382,BullyBot,3343046989,3343046990,BullyBot,3,67,0,7318
383,BullyBot,2962440358,2962440359,AdaptiveBot,1,76,0,7326
384,BullyBot,335011192,335011193,BullyBot,3,75,0,7331
385,BullyBot,4249371857,4249371858,AdaptiveBot,1,89,0,7339
386,BullyBot,3769426339,3769426340,BullyBot,3,67,0,7344
387,BullyBot,3388819708,3388819709,BullyBot,3,70,0,7349
388,BullyBot,3008213077,3008213078,AdaptiveBot,1,58,0,7359
389,BullyBot,380783911,380783912,AdaptiveBot,1,70,0,7368
390,BullyBot,2147660928,2147660929,BullyBot,3,66,0,7373
391,BullyBot,3815199058,3815199059,AdaptiveBot,1,61,0,7383
392,BullyBot,3434592427,3434592428,BullyBot,3,66,0,7388
393,BullyBot,3053985796,3053985797,AdaptiveBot,1,58,0,7398
394,BullyBot,2574040278,2574040279,AdaptiveBot,1,68,0,7408
395,BullyBot,2193433647,2193433648,BullyBot,3,71,0,7414
396,BullyBot,3860971777,3860971778,AdaptiveBot,1,75,0,7423
397,BullyBot,3480365146,3480365147,BullyBot,3,75,0,7428
398,BullyBot,3000419628,3000419629,AdaptiveBot,1,70,0,7438
399,BullyBot,2619812997,2619812998,AdaptiveBot,1,65,0,7448
400,BullyBot,2239206366,2239206367,BullyBot,3,73,0,7454
401,BullyBot,3906744496,3906744497,BullyBot,3,74,0,7459
402,BullyBot,1378654217,1378654218,BullyBot,3,84,0,7465
403,BullyBot,3046192347,3046192348,AdaptiveBot,1,55,0,7475
404,BullyBot,2665585716,2665585717,AdaptiveBot,1,67,0,7485
