trial,opponent,seed,opponent_rng,winner,game_points,score,aggressive_moves,defensive_moves
41,RandBot,711638026,711638027,AdaptiveBot,1,73,32,301
42,RandBot,2379176156,2379176157,AdaptiveBot,1,74,32,311
43,RandBot,1998569525,1998569526,RandBot,2,68,36,313
44,RandBot,3666107655,3666107656,AdaptiveBot,3,66,36,318
45,RandBot,1138017376,1138017377,AdaptiveBot,1,57,36,328
46,RandBot,757410745,757410746,RandBot,1,77,47,328
47,RandBot,2424948875,2424948876,AdaptiveBot,2,67,48,335
48,RandBot,2044342244,2044342245,RandBot,2,81,49,342
49,RandBot,1564396726,1564396727,RandBot,1,58,60,342
50,RandBot,1183790095,1183790096,RandBot,2,68,61,350
51,RandBot,803183464,803183465,RandBot,2,74,63,356
52,RandBot,2470721594,2470721595,RandBot,2,67,63,363
53,RandBot,2090114963,2090114964,AdaptiveBot,3,77,67,363
54,RandBot,1610169445,1610169446,AdaptiveBot,1,84,67,373
55,RandBot,1229562814,1229562815,RandBot,2,69,67,382
56,RandBot,2897100944,2897100945,AdaptiveBot,1,83,67,390
57,RandBot,2516494313,2516494314,AdaptiveBot,1,78,67,400
58,RandBot,4283371330,4283371331,RandBot,1,72,68,409
59,RandBot,1655942164,1655942165,AdaptiveBot,2,80,68,417
60,RandBot,1275335533,1275335534,AdaptiveBot,1,65,69,426
61,RandBot,2942873663,2942873664,AdaptiveBot,2,71,69,434
62,RandBot,414783384,414783385,RandBot,1,76,76,434
63,RandBot,2082321514,2082321515,AdaptiveBot,1,78,76,444
64,RandBot,1701714883,1701714884,AdaptiveBot,3,68,80,444
65,RandBot,1321108252,1321108253,AdaptiveBot,2,66,80,451
66,RandBot,841162734,841162735,RandBot,2,81,81,459
67,RandBot,460556103,460556104,AdaptiveBot,2,70,81,467
68,RandBot,2128094233,2128094234,AdaptiveBot,1,62,82,476
69,RandBot,1747487602,1747487603,AdaptiveBot,1,67,82,486
70,RandBot,3514364619,3514364620,RandBot,2,69,82,490
71,RandBot,886935453,886935454,AdaptiveBot,1,66,84,497
72,RandBot,506328822,506328823,AdaptiveBot,2,86,85,505
73,RandBot,2173866952,2173866953,AdaptiveBot,2,68,85,512
74,RandBot,3940743969,3940743970,RandBot,2,73,92,512
75,RandBot,1313314803,1313314804,AdaptiveBot,3,81,95,512
76,RandBot,932708172,932708173,AdaptiveBot,1,67,96,520
77,RandBot,552101541,552101542,RandBot,1,61,96,530
78,RandBot,2219639671,2219639672,AdaptiveBot,1,75,97,539
79,RandBot,3986516688,3986516689,RandBot,1,94,104,539
80,RandBot,1359087522,1359087523,RandBot,2,76,111,540
81,RandBot,978480891,978480892,AdaptiveBot,1,81,113,548
82,RandBot,2646019021,2646019022,RandBot,2,77,120,548
83,RandBot,117928742,117928743,RandBot,1,57,121,557
84,RandBot,4032289407,4032289408,AdaptiveBot,2,67,121,564
85,RandBot,1404860241,1404860242,RandBot,3,70,122,570
86,RandBot,1024253610,1024253611,AdaptiveBot,1,83,122,579
87,RandBot,544308092,544308093,AdaptiveBot,1,95,123,588
88,RandBot,163701461,163701462,AdaptiveBot,1,61,123,598
89,RandBot,1831239591,1831239592,RandBot,2,77,126,604
90,RandBot,1450632960,1450632961,AdaptiveBot,1,65,126,614
91,RandBot,3217509977,3217509978,RandBot,2,73,127,620
92,RandBot,590080811,590080812,AdaptiveBot,1,69,128,628
93,RandBot,209474180,209474181,RandBot,2,79,128,637
94,RandBot,1877012310,1877012311,AdaptiveBot,1,73,131,642
95,RandBot,3643889327,3643889328,AdaptiveBot,2,75,136,642
96,RandBot,3263282696,3263282697,AdaptiveBot,2,67,140,642
97,RandBot,635853530,635853531,AdaptiveBot,2,106,140,649
98,RandBot,255246899,255246900,AdaptiveBot,1,67,141,657
99,RandBot,4070268677,4070268678,AdaptiveBot,2,73,141,666
100,RandBot,3689662046,3689662047,AdaptiveBot,1,60,141,676
101,RandBot,1062232880,1062232881,RandBot,1,76,142,683
102,RandBot,681626249,681626250,AdaptiveBot,1,66,144,691
103,RandBot,301019618,301019619,AdaptiveBot,2,74,145,699
104,RandBot,4116041396,4116041397,AdaptiveBot,1,67,147,707
105,RandBot,3735434765,3735434766,AdaptiveBot,1,66,147,716
106,RandBot,1108005599,1108005600,AdaptiveBot,1,59,147,726
107,RandBot,727398968,727398969,AdaptiveBot,1,62,148,735
108,RandBot,247453450,247453451,AdaptiveBot,1,79,149,744
109,RandBot,4161814115,4161814116,RandBot,1,69,156,744
110,RandBot,3781207484,3781207485,AdaptiveBot,3,74,156,750
111,RandBot,1153778318,1153778319,AdaptiveBot,1,74,157,758
112,RandBot,2920655335,2920655336,AdaptiveBot,2,72,158,766
113,RandBot,293226169,293226170,AdaptiveBot,1,66,158,775
114,RandBot,4207586834,4207586835,RandBot,3,76,158,778
115,RandBot,3826980203,3826980204,AdaptiveBot,1,60,159,787
116,RandBot,3347034685,3347034686,AdaptiveBot,1,66,159,796
117,RandBot,2966428054,2966428055,AdaptiveBot,1,59,160,805
118,RandBot,338998888,338998889,RandBot,2,66,160,812
119,RandBot,4253359553,4253359554,AdaptiveBot,1,74,161,821
120,RandBot,3773414035,3773414036,AdaptiveBot,1,110,162,829
121,RandBot,3392807404,3392807405,AdaptiveBot,1,110,162,838
122,RandBot,3012200773,3012200774,AdaptiveBot,1,93,162,846
123,RandBot,384771607,384771608,RandBot,2,70,162,854
124,RandBot,4164976,4164977,AdaptiveBot,1,77,162,864
125,RandBot,3819186754,3819186755,AdaptiveBot,3,75,165,864
126,RandBot,3438580123,3438580124,RandBot,1,73,166,872
127,RandBot,811150957,811150958,AdaptiveBot,1,82,166,882
128,RandBot,430544326,430544327,AdaptiveBot,3,74,166,888
129,RandBot,2197421343,2197421344,RandBot,1,67,167,897
130,RandBot,3864959473,3864959474,AdaptiveBot,1,66,168,905
131,RandBot,3484352842,3484352843,AdaptiveBot,2,67,169,911
132,RandBot,856923676,856923677,AdaptiveBot,1,76,169,921
133,RandBot,2623800693,2623800694,RandBot,2,74,170,928
134,RandBot,4291338823,4291338824,RandBot,1,69,171,936
135,RandBot,3910732192,3910732193,AdaptiveBot,1,76,173,944
136,RandBot,3530125561,3530125562,AdaptiveBot,3,68,173,949
137,RandBot,3050180043,3050180044,AdaptiveBot,1,69,173,958
138,RandBot,2669573412,2669573413,RandBot,1,65,182,959
139,RandBot,42144246,42144247,AdaptiveBot,2,74,182,968
140,RandBot,3956504911,3956504912,AdaptiveBot,2,116,182,975
141,RandBot,1428414632,1428414633,AdaptiveBot,2,80,182,984
142,RandBot,3095952762,3095952763,RandBot,2,78,190,984
143,RandBot,2715346131,2715346132,RandBot,1,67,190,992
144,RandBot,87916965,87916966,AdaptiveBot,2,79,190,999
145,RandBot,1854793982,1854793983,AdaptiveBot,1,112,191,1007
146,RandBot,3522332112,3522332113,RandBot,1,60,194,1014
147,RandBot,3141725481,3141725482,RandBot,1,67,194,1024
148,RandBot,2761118850,2761118851,RandBot,2,72,194,1032
149,RandBot,133689684,133689685,AdaptiveBot,2,74,194,1039
150,RandBot,1900566701,1900566702,RandBot,2,66,194,1046
151,RandBot,3568104831,3568104832,AdaptiveBot,1,106,195,1055
152,RandBot,3187498200,3187498201,RandBot,2,67,202,1055
153,RandBot,560069034,560069035,AdaptiveBot,2,72,202,1062
154,RandBot,2326946051,2326946052,AdaptiveBot,2,75,202,1069
155,RandBot,1946339420,1946339421,AdaptiveBot,2,73,202,1077
156,RandBot,3613877550,3613877551,RandBot,1,75,202,1085
157,RandBot,3233270919,3233270920,AdaptiveBot,1,73,202,1095
158,RandBot,2753325401,2753325402,RandBot,1,84,203,1104
159,RandBot,2372718770,2372718771,AdaptiveBot,3,72,203,1110
160,RandBot,1992112139,1992112140,RandBot,2,80,204,1118
161,RandBot,3659650269,3659650270,AdaptiveBot,1,72,205,1127
162,RandBot,1131559990,1131559991,AdaptiveBot,1,66,205,1136
163,RandBot,2799098120,2799098121,RandBot,2,66,207,1142
164,RandBot,2418491489,2418491490,RandBot,2,78,208,1150
165,RandBot,4086029619,4086029620,AdaptiveBot,1,75,209,1158
166,RandBot,1557939340,1557939341,AdaptiveBot,1,80,213,1163
167,RandBot,1177332709,1177332710,RandBot,2,73,215,1170
168,RandBot,2844870839,2844870840,AdaptiveBot,1,105,216,1178
169,RandBot,2464264208,2464264209,AdaptiveBot,2,67,216,1186
170,RandBot,1984318690,1984318691,RandBot,1,72,217,1195
171,RandBot,1603712059,1603712060,AdaptiveBot,2,84,217,1203
172,RandBot,3271250189,3271250190,AdaptiveBot,1,68,217,1213
173,RandBot,2890643558,2890643559,AdaptiveBot,1,74,217,1223
174,RandBot,2510036927,2510036928,RandBot,2,82,218,1230
175,RandBot,2030091409,2030091410,RandBot,3,68,218,1235
176,RandBot,1649484778,1649484779,AdaptiveBot,1,78,218,1245
177,RandBot,3317022908,3317022909,AdaptiveBot,1,56,218,1255
178,RandBot,2936416277,2936416278,AdaptiveBot,1,75,219,1264
179,RandBot,2456470759,2456470760,AdaptiveBot,1,61,219,1274
180,RandBot,2075864128,2075864129,AdaptiveBot,1,75,219,1283
181,RandBot,1695257497,1695257498,AdaptiveBot,1,66,222,1290
182,RandBot,3362795627,3362795628,AdaptiveBot,2,77,227,1290
183,RandBot,834705348,834705349,AdaptiveBot,1,94,227,1298
184,RandBot,2502243478,2502243479,AdaptiveBot,1,74,228,1307
185,RandBot,2121636847,2121636848,AdaptiveBot,2,74,228,1314
186,RandBot,1741030216,1741030217,AdaptiveBot,2,75,228,1321
187,RandBot,1261084698,1261084699,AdaptiveBot,1,57,229,1330
188,RandBot,880478067,880478068,AdaptiveBot,2,72,230,1337
189,RandBot,2548016197,2548016198,AdaptiveBot,1,68,231,1345
190,RandBot,2167409566,2167409567,AdaptiveBot,1,64,233,1353
191,RandBot,1687464048,1687464049,RandBot,2,78,233,1362
192,RandBot,1306857417,1306857418,AdaptiveBot,2,78,233,1371
193,RandBot,926250786,926250787,AdaptiveBot,2,67,233,1378
194,RandBot,2593788916,2593788917,AdaptiveBot,1,84,233,1388
195,RandBot,2213182285,2213182286,RandBot,1,68,234,1394
196,RandBot,1733236767,1733236768,AdaptiveBot,2,82,240,1395
197,RandBot,1352630136,1352630137,AdaptiveBot,1,82,240,1404
198,RandBot,3020168266,3020168267,AdaptiveBot,2,75,240,1411
199,RandBot,2639561635,2639561636,RandBot,1,58,250,1411
200,RandBot,111471356,111471357,RandBot,2,74,256,1413
201,RandBot,1779009486,1779009487,AdaptiveBot,2,120,256,1421
202,RandBot,1398402855,1398402856,RandBot,2,69,256,1429
203,RandBot,3065940985,3065940986,RandBot,3,72,256,1434
204,RandBot,537850706,537850707,AdaptiveBot,1,66,264,1436
205,RandBot,157244075,157244076,AdaptiveBot,1,67,264,1444
206,RandBot,1824782205,1824782206,AdaptiveBot,1,62,265,1453
207,RandBot,1444175574,1444175575,RandBot,2,67,265,1460
208,RandBot,964230056,964230057,AdaptiveBot,1,64,267,1468
209,RandBot,583623425,583623426,AdaptiveBot,1,68,268,1477
210,RandBot,2251161555,2251161556,AdaptiveBot,2,111,268,1486
211,RandBot,1870554924,1870554925,RandBot,1,67,269,1494
212,RandBot,3637431941,3637431942,RandBot,3,70,269,1498
213,RandBot,1010002775,1010002776,RandBot,3,73,269,1503
214,RandBot,629396144,629396145,AdaptiveBot,1,60,270,1512
215,RandBot,2296934274,2296934275,AdaptiveBot,1,74,270,1520
216,RandBot,4063811291,4063811292,AdaptiveBot,1,72,270,1530
217,RandBot,1436382125,1436382126,RandBot,2,66,270,1537
218,RandBot,1055775494,1055775495,AdaptiveBot,1,80,270,1545
219,RandBot,675168863,675168864,AdaptiveBot,3,66,270,1550
220,RandBot,2342706993,2342706994,AdaptiveBot,1,64,270,1560
221,RandBot,4109584010,4109584011,AdaptiveBot,2,80,270,1569
222,RandBot,1482154844,1482154845,AdaptiveBot,1,70,270,1577
223,RandBot,1101548213,1101548214,AdaptiveBot,1,75,271,1585
224,RandBot,2769086343,2769086344,RandBot,2,75,271,1592
225,RandBot,240996064,240996065,AdaptiveBot,1,63,272,1601
226,RandBot,4155356729,4155356730,AdaptiveBot,1,66,273,1610
227,RandBot,1527927563,1527927564,AdaptiveBot,2,75,273,1617
228,RandBot,1147320932,1147320933,AdaptiveBot,1,78,273,1627
229,RandBot,667375414,667375415,AdaptiveBot,1,66,276,1633
230,RandBot,286768783,286768784,RandBot,2,72,276,1640
231,RandBot,4201129448,4201129449,AdaptiveBot,1,58,277,1649
232,RandBot,1573700282,1573700283,RandBot,3,73,277,1654
233,RandBot,3340577299,3340577300,AdaptiveBot,2,77,282,1654
234,RandBot,713148133,713148134,RandBot,1,67,286,1659
235,RandBot,332541502,332541503,AdaptiveBot,1,68,286,1668
236,RandBot,2000079632,2000079633,AdaptiveBot,1,57,286,1678
237,RandBot,3766956649,3766956650,RandBot,1,66,286,1687
238,RandBot,3386350018,3386350019,AdaptiveBot,1,92,286,1694
239,RandBot,758920852,758920853,AdaptiveBot,1,71,289,1700
240,RandBot,378314221,378314222,AdaptiveBot,1,80,291,1707
241,RandBot,4193335999,4193336000,AdaptiveBot,1,86,292,1716
242,RandBot,3812729368,3812729369,AdaptiveBot,1,107,292,1725
243,RandBot,1185300202,1185300203,AdaptiveBot,2,75,292,1734
244,RandBot,804693571,804693572,AdaptiveBot,1,73,292,1741
245,RandBot,424086940,424086941,AdaptiveBot,1,70,292,1751
246,RandBot,4239108718,4239108719,RandBot,1,74,294,1758
247,RandBot,3858502087,3858502088,RandBot,1,77,305,1758
248,RandBot,1231072921,1231072922,RandBot,3,79,305,1763
249,RandBot,850466290,850466291,RandBot,3,66,305,1768
250,RandBot,2617343307,2617343308,AdaptiveBot,1,73,306,1777
251,RandBot,4284881437,4284881438,AdaptiveBot,1,68,306,1786
252,RandBot,3904274806,3904274807,AdaptiveBot,1,68,306,1795
253,RandBot,1276845640,1276845641,AdaptiveBot,2,78,306,1804
254,RandBot,3043722657,3043722658,AdaptiveBot,3,68,308,1804
255,RandBot,416293491,416293492,AdaptiveBot,1,96,308,1812
256,RandBot,35686860,35686861,RandBot,1,86,310,1820
257,RandBot,3950047525,3950047526,RandBot,2,67,310,1827
258,RandBot,3470102007,3470102008,AdaptiveBot,2,80,310,1835
259,RandBot,3089495376,3089495377,AdaptiveBot,1,108,310,1844
260,RandBot,462066210,462066211,AdaptiveBot,2,75,310,1851
261,RandBot,81459579,81459580,AdaptiveBot,1,74,310,1861
262,RandBot,3896481357,3896481358,AdaptiveBot,2,121,310,1870
263,RandBot,3515874726,3515874727,AdaptiveBot,2,75,310,1879
264,RandBot,3135268095,3135268096,AdaptiveBot,1,63,310,1889
265,RandBot,507838929,507838930,AdaptiveBot,2,67,310,1896
266,RandBot,127232298,127232299,AdaptiveBot,1,68,311,1905
267,RandBot,3942254076,3942254077,AdaptiveBot,1,75,311,1915
268,RandBot,3561647445,3561647446,AdaptiveBot,1,70,312,1923
269,RandBot,3181040814,3181040815,AdaptiveBot,1,66,313,1932
270,RandBot,553611648,553611649,AdaptiveBot,2,66,314,1938
271,RandBot,2320488665,2320488666,AdaptiveBot,2,73,314,1946
272,RandBot,3988026795,3988026796,AdaptiveBot,1,60,314,1956
273,RandBot,3607420164,3607420165,AdaptiveBot,1,98,314,1965
274,RandBot,979990998,979990999,RandBot,2,74,314,1973
275,RandBot,2746868015,2746868016,AdaptiveBot,1,71,316,1981
276,RandBot,2366261384,2366261385,RandBot,1,82,318,1989
277,RandBot,4033799514,4033799515,RandBot,2,74,319,1996
278,RandBot,3653192883,3653192884,RandBot,1,67,322,2003
279,RandBot,3173247365,3173247366,AdaptiveBot,1,74,323,2012
280,RandBot,2792640734,2792640735,RandBot,2,68,323,2020
281,RandBot,165211568,165211569,AdaptiveBot,2,81,323,2028
282,RandBot,4079572233,4079572234,RandBot,2,67,323,2034
283,RandBot,1551481954,1551481955,AdaptiveBot,3,67,326,2034
284,RandBot,3219020084,3219020085,AdaptiveBot,1,60,327,2043
285,RandBot,2838413453,2838413454,AdaptiveBot,2,69,332,2043
286,RandBot,210984287,210984288,RandBot,2,79,332,2051
287,RandBot,1977861304,1977861305,RandBot,1,68,333,2060
288,RandBot,3645399434,3645399435,RandBot,2,75,333,2065
289,RandBot,3264792803,3264792804,RandBot,1,62,334,2074
290,RandBot,2884186172,2884186173,RandBot,2,66,334,2082
291,RandBot,256757006,256757007,AdaptiveBot,1,76,336,2090
292,RandBot,2023634023,2023634024,AdaptiveBot,3,72,336,2096
293,RandBot,3691172153,3691172154,RandBot,2,71,336,2104
294,RandBot,3310565522,3310565523,RandBot,1,56,337,2113
295,RandBot,2929958891,2929958892,AdaptiveBot,3,70,343,2113
296,RandBot,2450013373,2450013374,AdaptiveBot,1,67,343,2121
297,RandBot,2069406742,2069406743,AdaptiveBot,1,68,343,2129
298,RandBot,3736944872,3736944873,AdaptiveBot,1,74,343,2139
299,RandBot,3356338241,3356338242,AdaptiveBot,1,64,344,2148
300,RandBot,2876392723,2876392724,RandBot,1,70,352,2148
301,RandBot,2495786092,2495786093,AdaptiveBot,2,73,353,2155
302,RandBot,2115179461,2115179462,AdaptiveBot,1,64,355,2163
303,RandBot,3782717591,3782717592,AdaptiveBot,1,65,357,2171
304,RandBot,1254627312,1254627313,AdaptiveBot,1,100,358,2180
305,RandBot,2922165442,2922165443,RandBot,1,67,368,2180
306,RandBot,2541558811,2541558812,RandBot,2,68,368,2184
307,RandBot,4209096941,4209096942,RandBot,1,62,371,2191
308,RandBot,1681006662,1681006663,AdaptiveBot,1,66,372,2200
309,RandBot,1300400031,1300400032,AdaptiveBot,1,73,373,2209
310,RandBot,2967938161,2967938162,AdaptiveBot,1,56,374,2218
311,RandBot,2587331530,2587331531,AdaptiveBot,1,69,375,2226
312,RandBot,2107386012,2107386013,AdaptiveBot,1,71,375,2235
313,RandBot,1726779381,1726779382,AdaptiveBot,3,66,375,2241
314,RandBot,1346172750,1346172751,AdaptiveBot,1,65,377,2249
315,RandBot,3013710880,3013710881,AdaptiveBot,1,59,378,2258
316,RandBot,2633104249,2633104250,AdaptiveBot,1,65,378,2268
317,RandBot,2153158731,2153158732,AdaptiveBot,1,65,381,2275
318,RandBot,1772552100,1772552101,RandBot,1,56,382,2284
319,RandBot,3440090230,3440090231,AdaptiveBot,2,79,382,2291
320,RandBot,3059483599,3059483600,RandBot,1,69,382,2301
321,RandBot,531393320,531393321,AdaptiveBot,2,80,382,2309
322,RandBot,2198931450,2198931451,AdaptiveBot,1,72,382,2318
323,RandBot,1818324819,1818324820,RandBot,1,69,390,2318
324,RandBot,3485862949,3485862950,AdaptiveBot,1,69,392,2326
325,RandBot,957772670,957772671,AdaptiveBot,1,69,394,2334
326,RandBot,2625310800,2625310801,AdaptiveBot,1,73,395,2342
327,RandBot,2244704169,2244704170,AdaptiveBot,1,66,395,2351
328,RandBot,1864097538,1864097539,AdaptiveBot,2,70,395,2358
329,RandBot,1384152020,1384152021,AdaptiveBot,1,72,395,2367
330,RandBot,1003545389,1003545390,AdaptiveBot,2,106,395,2374
331,RandBot,2671083519,2671083520,RandBot,2,68,398,2380
332,RandBot,2290476888,2290476889,AdaptiveBot,2,79,400,2387
333,RandBot,1810531370,1810531371,AdaptiveBot,2,72,400,2395
334,RandBot,1429924739,1429924740,RandBot,2,72,400,2400
335,RandBot,1049318108,1049318109,AdaptiveBot,1,84,400,2410
336,RandBot,2716856238,2716856239,AdaptiveBot,1,75,400,2419
337,RandBot,2336249607,2336249608,AdaptiveBot,2,73,400,2426
338,RandBot,1856304089,1856304090,AdaptiveBot,2,73,400,2434
339,RandBot,1475697458,1475697459,AdaptiveBot,1,60,401,2443
340,RandBot,1095090827,1095090828,RandBot,1,61,404,2450
341,RandBot,2762628957,2762628958,AdaptiveBot,1,67,405,2457
342,RandBot,234538678,234538679,AdaptiveBot,2,74,405,2464
343,RandBot,1902076808,1902076809,AdaptiveBot,1,68,405,2473
344,RandBot,1521470177,1521470178,AdaptiveBot,1,67,406,2480
345,RandBot,3189008307,3189008308,AdaptiveBot,1,63,407,2489
346,RandBot,660918028,660918029,AdaptiveBot,3,68,407,2494
347,RandBot,280311397,280311398,AdaptiveBot,2,108,407,2503
348,RandBot,1947849527,1947849528,RandBot,2,76,407,2509
349,RandBot,1567242896,1567242897,AdaptiveBot,2,112,407,2517
350,RandBot,1087297378,1087297379,AdaptiveBot,2,69,407,2524
351,RandBot,706690747,706690748,RandBot,1,63,408,2533
352,RandBot,2374228877,2374228878,RandBot,3,67,408,2538
353,RandBot,1993622246,1993622247,AdaptiveBot,1,80,408,2548
354,RandBot,3760499263,3760499264,RandBot,3,76,408,2553
355,RandBot,1133070097,1133070098,AdaptiveBot,1,83,408,2561
356,RandBot,752463466,752463467,RandBot,2,69,411,2567
357,RandBot,2420001596,2420001597,AdaptiveBot,1,55,412,2576
358,RandBot,4186878613,4186878614,AdaptiveBot,1,66,412,2585
359,RandBot,3806271982,3806271983,AdaptiveBot,1,66,412,2595
360,RandBot,1178842816,1178842817,AdaptiveBot,2,71,412,2602
361,RandBot,798236185,798236186,AdaptiveBot,1,66,415,2609
362,RandBot,2465774315,2465774316,AdaptiveBot,3,66,415,2615
363,RandBot,4232651332,4232651333,AdaptiveBot,2,75,415,2624
364,RandBot,1605222166,1605222167,AdaptiveBot,3,69,419,2624
365,RandBot,1224615535,1224615536,AdaptiveBot,1,69,420,2631
366,RandBot,844008904,844008905,RandBot,2,68,420,2635
367,RandBot,364063386,364063387,AdaptiveBot,1,74,420,2645
368,RandBot,4278424051,4278424052,AdaptiveBot,2,73,428,2645
369,RandBot,1650994885,1650994886,RandBot,3,67,428,2650
370,RandBot,1270388254,1270388255,AdaptiveBot,1,71,430,2656
371,RandBot,790442736,790442737,RandBot,2,69,430,2663
372,RandBot,409836105,409836106,AdaptiveBot,1,82,430,2670
373,RandBot,29229474,29229475,RandBot,3,76,430,2674
374,RandBot,1696767604,1696767605,AdaptiveBot,3,67,430,2680
375,RandBot,3463644621,3463644622,RandBot,1,67,430,2689
376,RandBot,836215455,836215456,AdaptiveBot,2,73,430,2696
377,RandBot,455608824,455608825,AdaptiveBot,2,73,432,2702
378,RandBot,2123146954,2123146955,AdaptiveBot,1,73,432,2711
379,RandBot,3890023971,3890023972,AdaptiveBot,1,61,432,2721
380,RandBot,3509417340,3509417341,AdaptiveBot,1,61,434,2729
381,RandBot,881988174,881988175,AdaptiveBot,3,73,434,2735
382,RandBot,501381543,501381544,AdaptiveBot,1,66,435,2743
383,RandBot,21436025,21436026,RandBot,2,67,436,2749
384,RandBot,3935796690,3935796691,AdaptiveBot,1,80,436,2758
385,RandBot,3555190059,3555190060,AdaptiveBot,2,78,436,2766
386,RandBot,927760893,927760894,RandBot,2,70,436,2773
387,RandBot,547154262,547154263,AdaptiveBot,1,67,436,2783
388,RandBot,67208744,67208745,AdaptiveBot,1,64,438,2791
389,RandBot,3981569409,3981569410,AdaptiveBot,1,66,439,2799
390,RandBot,1354140243,1354140244,RandBot,3,75,439,2804
391,RandBot,973533612,973533613,AdaptiveBot,2,67,439,2812
392,RandBot,2740410629,2740410630,AdaptiveBot,2,105,439,2820
393,RandBot,112981463,112981464,RandBot,2,66,439,2825
394,RandBot,4027342128,4027342129,AdaptiveBot,1,62,439,2835
395,RandBot,1399912962,1399912963,AdaptiveBot,1,67,441,2843
396,RandBot,3166789979,3166789980,RandBot,1,71,451,2843
397,RandBot,539360813,539360814,AdaptiveBot,1,66,454,2850
398,RandBot,158754182,158754183,RandBot,2,71,459,2850
399,RandBot,4073114847,4073114848,AdaptiveBot,1,87,459,2858
400,RandBot,3593169329,3593169330,AdaptiveBot,1,94,459,2866
401,RandBot,3212562698,3212562699,RandBot,3,66,461,2871
402,RandBot,585133532,585133533,RandBot,3,70,461,2875
403,RandBot,204526901,204526902,RandBot,2,68,461,2883
404,RandBot,1971403918,1971403919,RandBot,1,79,462,2892
405,RandBot,3638942048,3638942049,RandBot,1,70,472,2892
406,RandBot,3258335417,3258335418,AdaptiveBot,1,99,472,2901
407,RandBot,630906251,630906252,RandBot,1,69,473,2910
408,RandBot,250299620,250299621,AdaptiveBot,1,68,473,2918
409,RandBot,4065321398,4065321399,AdaptiveBot,1,70,474,2927
410,RandBot,3684714767,3684714768,AdaptiveBot,1,65,476,2935
411,RandBot,3304108136,3304108137,RandBot,1,74,486,2935
412,RandBot,676678970,676678971,AdaptiveBot,1,73,486,2944
413,RandBot,2443555987,2443555988,RandBot,2,67,486,2952
414,RandBot,4111094117,4111094118,RandBot,1,67,486,2961
415,RandBot,3730487486,3730487487,AdaptiveBot,1,65,487,2970
416,RandBot,1103058320,1103058321,RandBot,2,74,487,2977
417,RandBot,2869935337,2869935338,AdaptiveBot,1,72,487,2987
418,RandBot,2489328706,2489328707,RandBot,1,56,488,2996
419,RandBot,4156866836,4156866837,RandBot,2,66,488,3004
420,RandBot,3776260205,3776260206,AdaptiveBot,2,78,490,3011
421,RandBot,3296314687,3296314688,AdaptiveBot,1,77,490,3019
422,RandBot,2915708056,2915708057,AdaptiveBot,1,64,490,3029
423,RandBot,288278890,288278891,RandBot,1,66,492,3036
